,Number of Users,Number of months in operation,Company Type,Number of Founders,Revenue,Monthly User Growth,Customer Retention Rate,Profit Margin,Customer Aquisition Cost,Monthly Unit Churn,Monthly Burn Rate,Major Rival,Number of News Articles,Number of Founded Organizations,Number of Portfolio Companies,Number of Investments_x,Number of Partner Investments,Number of Lead Investments_x,Number of Exits_x,Number of Events_x,Success
12776,0,1,1,1,12091.159486715373,133.89221505566476,47.547792367359804,23.631134532832434,4.087136700314958,5.529453322282224,7.8959828494110145,1.0,0,1,0,0,0,0,0,0,1
12777,6,3,1,1,5032.6166050549955,48.66569828719022,23.519688576930683,-14.826047454299612,13.140914026134249,18.712225468221426,4.058003587342078,0.0,0,1,0,0,0,0,0,0,0
12778,1,8,0,2,7876.015716671032,34.945035251585,35.223738843284195,5.442757485634964,5.232701565546259,3.035658726063299,4.360681518008633,0.0,10,1,0,0,0,0,0,0,1
12779,0,2,1,1,75670.37979614428,28.087916854130825,47.759606807814265,-8.340900787956883,4.403048318292057,17.558311222775924,8.039974989421143,1.0,17,2,0,0,0,0,0,1,0
12780,0,4,1,3,1132.2147817606099,44.733432206658804,37.65089205237254,-7.833334630298655,7.050175622120486,9.429626052520817,5.5777947271120745,0.0,0,1,0,0,0,0,0,0,0
12781,0,4,1,3,34241.05835578948,49.46466568228301,48.64291292548011,28.209812359759994,3.592337249658657,4.889192931552493,1.018714981852784,0.0,0,1,0,0,0,0,0,0,0
12782,0,4,1,3,87487.47110890223,47.6150367069425,35.082599419481774,2.075759532665799,0.5429799102648497,12.781431425323143,5.371139536939065,0.0,1,2,0,0,0,0,0,0,0
12783,0,10,0,1,13893.511784443266,169.0091719953033,72.92120956236587,11.513873954457917,2.610222764297281,6.036997862299288,5.372333535683627,0.0,0,1,0,0,0,0,0,0,1
12784,0,0,1,3,1961.4425252433066,29.80422120390043,21.915639845828412,4.7562139831934545,5.052300841501793,18.94471904917655,2.3105904077320796,0.0,0,1,0,0,0,0,0,0,0
12785,0,0,1,3,42761.33425290035,57.988185104456555,14.91228526703236,-14.519575620611345,13.37443882636864,18.819097022588004,8.617991533903998,0.0,0,1,0,0,0,0,0,0,0
12786,0,5,0,4,64853.96311299224,54.53827017177254,4.769087452696272,-17.002261480931388,1.4821344302730133,18.450507693252234,1.8712673467257577,1.0,0,1,0,0,0,0,0,0,0
12787,2,3,1,2,94139.33844324261,57.543378937880114,32.02026729092344,13.037991848508646,12.635596685174715,16.1981308009681,10.043623492512298,0.0,0,1,0,0,0,0,0,0,0
12788,0,1,1,1,3183.873803396575,45.3631064009254,1.9703420127998772,17.264985084697457,5.2433740834781375,10.693836479664892,3.0363465524606186,1.0,4,2,0,0,1,0,0,2,0
12789,0,5,0,2,5779.756692356012,119.34166976965552,47.36260250792273,4.865182944094677,3.7977715423241643,5.66988826607602,4.275866949807773,0.0,2,1,0,0,0,0,0,2,1
12790,0,2,1,1,4412.436405045816,30.736039436457347,4.547937896929673,20.65916876490097,14.318001419525823,10.227502997791209,10.55570382708138,1.0,2,1,0,0,0,0,0,2,0
12791,0,3,1,1,5876.030947792713,32.92723985241221,76.68420703872737,28.560253463536547,1.0723637760430038,3.630525439255425,2.7792155394198774,1.0,3,1,0,0,0,0,0,0,1
12792,19,3,0,3,17022.079791811397,18.172343538550415,53.80574139371602,-10.984033112512048,0.40329713622283714,6.285170209445052,5.011255288098715,1.0,0,2,0,0,0,0,0,0,0
12793,0,0,0,3,8524.870068671153,69.90391292422638,48.26686630543229,21.61543640147142,14.761906251067739,14.978142969918036,8.340140270275125,1.0,0,1,0,0,0,0,0,0,0
12794,0,0,0,3,67822.15700401878,33.69506626411741,57.46417868600586,18.44968690670497,10.7801836214079,4.666307923668612,8.719575341165537,0.0,1,1,0,0,0,0,0,0,0
12795,0,0,1,2,69429.07474080588,50.721314965135264,45.01956867694434,-17.788290904845038,4.837039319942729,10.583023986133924,3.9505916362231224,0.0,0,2,0,0,0,0,0,0,0
12796,1,4,1,1,51017.918226225964,43.84014001834924,23.661339841987974,-7.405656792407111,10.860352860115945,18.902009748113684,11.335644973628913,1.0,14,2,0,0,0,0,0,0,0
12797,16,4,1,2,28902.021973116098,55.07114729043605,30.464865739521706,16.071419627702426,9.78401572671089,11.825728442045294,7.14951650232411,0.0,1,2,0,0,0,0,0,0,0
12798,1,4,1,2,1384.2842772124663,45.94310134446699,53.14775240607739,5.660833433245827,0.0825316306533791,15.161221371493724,6.324865963223024,0.0,1,1,0,0,0,0,0,0,0
12799,0,0,1,6,74437.08830161819,53.56349941794866,53.135714437111844,15.40899668643754,9.733654062241637,4.021549737300454,2.1352983413037014,0.0,0,1,0,0,0,0,0,0,0
12800,10,0,1,6,52414.103769601825,32.6656481351649,40.07869127358213,-3.19986045232492,1.9294504937600014,17.546902550600006,5.201313432276045,1.0,0,1,0,0,0,0,0,0,0
12801,0,0,1,6,36428.514041008886,58.36470915908185,51.84268292504758,27.005576818231887,0.24777423053420178,19.73708190071206,8.165605066164867,1.0,0,1,0,0,0,0,0,0,0
12802,1,3,0,2,59582.33865708513,51.966242257364115,35.78507667932454,17.337692066574036,12.59084375079806,5.248030973861626,3.278859488248891,0.0,0,1,0,0,0,0,0,0,0
12803,7,3,0,2,59107.9088306783,10.513461927229443,10.524779576554097,7.150119125835957,6.1376356889888815,18.251814533242744,9.782425197314135,1.0,0,1,0,0,0,0,0,0,0
12804,0,1,1,1,19817.29024553458,3.375577694622117,1.878996030285589,20.712323116723823,14.977676071466512,12.94986815373484,8.524569408480048,1.0,0,1,0,0,0,0,0,0,0
12805,5,2,1,4,11854.934528323909,33.37267648853726,38.53680538399726,27.37199668938183,1.6928010379113645,3.2660660295118715,6.249019638265064,0.0,1,1,0,0,0,0,0,0,1
12806,0,2,1,4,9142.078934409565,99.8169493030822,58.541999270491246,15.923257285922755,9.56113431246552,7.7787667555638045,3.6341652956362616,0.0,6,1,0,0,0,0,0,0,1
12807,1,12,1,1,7111.850094771555,30.939654734090823,41.83236649582288,29.88178776335407,4.2098409090125655,7.396483042835264,3.3450150632682067,1.0,6,1,0,0,0,0,0,0,1
12808,3,4,1,2,33879.64423324378,54.098086746221476,34.47204883404949,3.0805458202265683,5.184253285151757,11.70049442511712,1.7634264481619757,0.0,1,1,0,0,0,0,0,0,0
12809,3,2,1,1,79189.65409317266,16.357767834838164,6.229109039801375,-1.9261041870297966,10.693233808119553,8.507650567877553,7.859465502137324,1.0,1,1,0,0,0,0,0,0,0
12810,3,1,1,3,58149.90029582186,47.19546519946648,8.521730903170528,-16.038952326272366,0.09039312759755225,8.10798590293965,2.8236449940464325,0.0,0,1,0,0,0,0,0,0,0
12811,0,0,1,2,95482.33689153714,15.970788558404415,12.839609890736366,27.222855069623265,10.82243361709672,15.201629022141327,10.756543696531008,0.0,9,1,0,0,0,0,0,0,0
12812,0,0,1,2,81221.74489869476,9.292152116169536,54.86924871011324,27.680105307846183,3.616390198365803,12.590645367409468,4.230809665553987,0.0,3,1,0,0,0,0,0,0,0
12813,2,1,1,1,7818.973935420226,32.429929720437734,18.35339435670429,19.751375476209247,13.114858768104407,16.495173326969912,7.985459265852075,1.0,0,1,0,0,0,0,0,0,0
12814,0,0,1,1,11772.845579961555,32.8832997599266,16.963028633625587,5.096288501991648,14.793225387087936,15.511927674073037,9.990537139255437,0.0,1,1,1,1,0,0,0,0,0
12815,1,4,0,1,14557.274039105132,81.31847718564137,62.116091219022664,-7.540441760829477,1.2209022194318753,6.218413025477635,1.791888679950148,0.0,0,1,0,0,0,0,0,0,1
12816,1,0,1,2,74513.92888233274,54.672526052810824,2.713520459401111,-17.18853388079834,8.87978386769553,12.868071159785217,9.966620415957845,1.0,0,1,0,0,0,0,0,0,0
12817,12,2,1,1,65560.98217152906,53.62422859697986,43.07659707891774,3.746698929303477,14.459139216116297,9.406850986243972,9.349921405341062,1.0,0,1,0,0,0,0,0,0,0
12818,3,10,1,1,5160.904971183767,80.7564750148501,45.76350840556284,9.667140288862125,9.942300321831116,8.275461489458756,1.3364695679014469,0.0,0,1,0,0,0,0,0,0,1
12819,0,0,1,2,49364.63201196469,25.65255813655699,40.4415857136864,20.090504509418025,2.2433752624717327,3.692475947136943,7.319968494882905,1.0,0,2,0,0,0,0,0,0,0
12820,0,0,1,2,28418.612560957445,52.03468800704934,38.26079770181841,27.907452722988822,12.923519572451264,18.939595675544968,6.001845600170982,1.0,6,2,1,1,0,0,0,0,0
12821,0,1,0,1,56398.80458261176,6.581940655768134,15.14131258916992,9.109338737441064,0.5513098205016698,9.776187896908286,7.939766299144216,1.0,0,1,0,0,0,0,0,0,0
12822,0,1,1,4,50662.02198039458,58.60916653438014,12.737613141572478,27.564020524625725,7.649436371514543,6.994861852349882,11.459645586719612,1.0,9,2,0,0,0,0,0,0,0
12823,0,1,1,4,43189.85165126359,62.13769148250826,46.70356095154147,22.236149019269412,9.16226702076849,3.4303060390837725,11.794062288991976,1.0,0,1,0,0,3,0,0,0,0
12824,5,8,1,1,60063.184704420084,62.282925049011865,5.763734747410019,-7.054792861940971,0.9899934975108371,12.910792464690088,8.103801911155394,1.0,47,2,2,2,0,0,2,0,0
12825,2,6,1,1,9440.016657529146,144.68736051348498,31.387401695748004,18.08992217448607,1.6828997254233669,2.4353620641568736,3.4773437656625674,0.0,0,1,0,0,0,0,0,1,1
12826,4,0,1,2,13480.961597558528,36.13946512064511,53.20481232693422,21.020138022235628,3.4818216399501933,11.062472449719108,2.1823178448634826,1.0,0,2,0,0,0,0,0,0,0
12827,10,3,1,1,18886.4665828412,36.87358000056959,0.44366333236359523,12.14406153261595,12.181568763659039,6.0470049746033645,1.1557001026139182,0.0,2,2,0,0,0,0,0,0,0
12828,0,4,1,5,8225.350059090819,52.24277299434748,31.90290574092169,11.682357657702621,8.900764114974946,6.800695663896221,3.45798669748465,1.0,0,1,0,0,0,0,0,1,1
12829,0,9,1,3,12157.787452911787,34.149648731075786,68.65981994339458,-0.5169484753242379,9.612799120076916,4.982231266311382,3.519762636973733,0.0,14,2,0,0,0,0,0,0,1
12830,0,3,1,2,87811.14645052413,0.7646174397400696,4.023324136904007,-14.359877674403652,8.408607295948155,7.598906519905662,7.976212870947128,0.0,4,2,0,0,0,0,0,0,0
12831,0,3,1,2,56082.71152556562,18.617872509207107,13.4762421834785,11.003027821473555,10.311570272455835,16.132618494916105,5.071785742264166,1.0,0,1,0,0,0,0,0,2,0
12832,0,2015,1,2,10681.41705563116,9.65101930030208,49.35902553189566,22.948255078400507,10.67048623829818,19.213822675139788,9.986565457250911,0.0,3,1,0,0,0,0,0,0,0
12833,18,2,1,2,9826.893357875197,67.1221060906518,50.45172118300831,25.051687976420283,6.689574222215874,2.573412516612852,3.655091905222511,0.0,1,1,0,0,0,0,0,0,1
12834,6,2,1,2,2879.651088812518,19.07336525315263,8.21230411264662,-7.846356811074056,6.8533602149066795,6.374664769218149,6.5476347744666965,0.0,2,2,0,0,0,0,0,2,0
12835,6,5,1,2,21368.061483192767,27.608445025415325,26.086647967496543,3.25689664873158,5.103689924438917,18.206833182472867,8.68428391366025,0.0,0,1,0,0,0,0,0,0,0
12836,0,3,1,3,15409.154661199742,39.04218749006162,17.67884983952569,23.48517813089191,7.998104377777288,15.523172845841705,6.3661435663826245,1.0,0,1,0,0,0,0,0,0,0
12837,0,2015,1,2,61844.71282337505,64.74995000255646,44.55949535827084,-6.684525838532705,13.115617529061842,6.503053038593281,10.331640329746476,1.0,13,1,0,0,0,0,0,0,0
12838,0,2015,1,2,97882.34823174389,15.914041386403992,19.089784221666427,13.88655269461102,7.056633113494445,18.448876917837715,1.2987859503304535,1.0,0,1,0,0,0,0,0,0,0
12839,0,0,1,3,97720.11729790478,64.29121692204119,42.268260651758844,4.1209885295027,12.118121662860533,13.89486748542435,7.706961943493115,0.0,0,1,0,0,0,0,0,0,0
12840,0,1,1,3,42561.89209140434,53.05825860114678,47.395062243010244,14.119807046058064,1.4079025818794393,19.716731518773376,2.7857016765863625,0.0,0,1,0,0,0,0,0,0,0
12841,0,0,1,3,42452.727519724445,40.83600530737932,41.64947330795391,7.551316779807301,13.272767442872732,8.929388851592245,6.358068186182602,1.0,0,1,0,0,0,0,0,0,0
12842,6,9,1,2,5110.237435987433,196.78112440874642,87.48226311612828,-3.8504048738468644,5.92035225425621,3.8155797730579315,7.8865722545332755,0.0,6,1,0,0,0,0,0,0,1
12843,0,1,1,3,46414.45943039991,13.212505190399522,22.90270082868078,9.456184775285323,2.847662701199176,11.472047322854804,7.915314790721488,1.0,0,1,0,0,0,0,0,0,0
12844,0,1,1,4,66787.06575276687,68.02105801813771,45.785073318436794,17.715158423826196,8.64618559056204,4.080166770501074,3.1272197994721687,0.0,0,1,2,2,0,0,1,0,0
12845,0,0,1,2,48693.43813374297,14.7340530445694,9.064077896393563,10.875090287142516,2.408263411371756,14.4508777021681,1.4114637509966927,0.0,0,1,0,0,0,0,0,0,0
12846,0,0,1,2,79931.04349523042,54.844177431409776,4.677557024469754,23.507631977811833,8.703323230583834,11.82349975779746,5.798650887518295,1.0,4,1,0,0,0,0,0,0,0
12847,1,1,1,3,8474.896534252093,68.18676238094892,38.96123003214804,5.858134682422467,5.986320753787778,4.96286923549868,5.455416378458114,0.0,0,2,0,0,0,0,0,0,1
12848,5,2,1,4,9223.89483009831,69.66682519326056,40.10097947096967,8.811741069437595,5.25946796396827,8.895723166912308,5.411933320107618,0.0,0,2,0,0,0,0,0,0,1
12849,0,1,1,1,55964.535311908214,52.71776664917377,16.27657676371031,-11.040044669328141,2.7379997710244246,15.688820569037189,10.854594197001425,1.0,4,2,0,0,0,0,0,0,0
12850,4,7,0,2,66567.15249445644,16.47509008069709,28.973228249858145,24.527053170044326,3.05530082464166,15.788713105807586,4.1419653231116005,1.0,5,2,0,0,0,0,0,0,0
12851,0,-1,1,1,78805.29131392042,61.79608795313753,51.34500450180533,-9.239580683669823,12.090996582962676,4.239287376644131,2.9936339368142715,0.0,5,2,0,0,0,0,0,0,0
12852,0,-1,1,1,64329.121217727756,17.77506032953637,30.169353032244274,10.26250056775936,10.365210675197362,5.040454577866571,2.4754152215698655,1.0,8,1,0,0,0,0,0,0,0
12853,0,3,1,1,82255.81860983593,59.571244587050536,46.11184120360411,16.72807605354957,12.496697776819603,7.5413052037087915,2.5656380843364515,1.0,2,4,0,0,0,0,0,0,0
12854,7,4,0,3,5049.141506007087,90.39432135911885,39.46126824253877,-7.280592256804979,3.026753221567918,2.483007275272612,6.343439108064939,0.0,3,1,0,0,0,0,0,0,1
12855,0,1,1,4,67106.43468157772,13.012006505446802,15.08264218787993,8.390207652995684,7.575024819674805,18.156309771164203,5.139179811969289,1.0,0,1,0,0,0,0,0,0,0
12856,0,1,1,2,86341.51525105935,23.286359591968306,29.933246293523162,-16.44223108843295,12.031406350967004,3.610233528813517,8.599623277892547,0.0,0,1,0,0,0,0,0,0,0
12857,2,1,1,2,6619.107463590666,155.07116914013235,71.3722277646499,5.714943688367233,5.155388820191721,5.527114955237015,3.2111504141595955,0.0,0,1,0,0,0,0,0,0,1
12858,2,4,1,3,12596.248051637102,102.13738869869198,70.72989937598325,9.542038386128553,2.3917416067280763,2.7244360638532563,7.742133465017097,0.0,0,1,1,1,0,0,0,0,1
12859,2,5,1,1,81890.01803065772,42.28526690624898,57.970295700392796,-17.160767692511346,1.025064670439254,9.406435143988567,11.876774257452492,1.0,4,1,0,0,0,0,0,0,0
12860,0,-1,1,2,4416.212043687761,0.1008972637760297,36.2005329536839,12.920330330576256,3.6422823966722735,16.53866130740741,11.974810134670001,0.0,3,1,0,0,0,0,0,0,0
12861,0,-1,1,2,17366.226086206847,44.08619535394324,40.3491158186715,-2.782605467879417,4.233993811702717,17.05403924183352,11.180049634523378,0.0,0,1,0,0,0,0,0,1,0
12862,7,2,1,3,43376.68382719504,46.61013128795242,59.71555735498176,15.19910776678082,10.36971286951688,5.378105246150468,6.071742269661055,1.0,6,1,0,0,0,0,0,0,0
12863,0,2,1,3,9935.093043796694,69.39508265022386,1.0419125041368371,-19.574781641927196,7.284255581934192,14.748324772156767,4.030948161135932,0.0,1,1,0,0,0,0,0,0,0
12864,0,2,1,1,52155.573890564076,6.99239766578205,8.04290284696284,-1.858025603374795,3.066519139094303,19.712179159224302,1.82106910812385,0.0,0,1,0,0,0,0,0,0,0
12865,19,3,0,2,6360.805296837479,90.41691427254439,53.77871383499415,17.9442862287993,6.896863518181593,8.966662534934338,4.0062590347920946,0.0,0,1,0,0,0,0,0,0,1
12866,2,3,1,1,13181.471122874887,43.080708368267466,43.30182431758954,-9.13417529797994,14.211027716969774,11.680040465783648,11.815667768470071,1.0,0,1,0,0,0,0,0,0,0
12867,12,7,0,2,5946.929787819846,65.96090436565721,74.26473451151081,0.4337206163037557,9.78346854590968,7.782810098674951,6.51006412964315,0.0,0,1,0,0,0,0,0,0,1
12868,1,5,1,1,77706.04210529343,54.31051426370597,51.36486440960532,-4.552278684117871,12.249049024218985,7.618242561501359,11.759062540532838,0.0,0,2,0,0,0,0,0,0,0
12869,0,13,1,1,12867.159982473233,25.070945689168216,89.31964221803287,5.0608854252263455,3.54255531179263,7.067559104964072,7.1723616196871705,0.0,0,1,0,0,0,0,0,0,1
12870,0,-1,1,1,21322.708775086896,39.44971906582471,5.52558102397062,12.630769037637265,10.035409034912975,16.06410967199075,3.794631159353977,0.0,0,1,0,0,0,0,0,0,0
12871,0,2,1,1,18171.561701500472,33.62462370436495,16.36293900457147,-15.994931790477539,7.265828546450531,5.708538176434782,7.384001655454671,0.0,0,1,1,1,0,0,0,0,0
12872,0,4,1,3,10755.53981056041,29.66088319098355,22.36250630354563,-5.213280069382385,9.525167531667961,6.456597606852693,2.221828275145497,1.0,2,1,0,0,0,0,0,0,0
12873,0,0,1,2,89008.33088847504,45.06456366636802,16.438302678548588,19.093549127335116,9.581076902827116,4.975521479616658,5.002724016494376,1.0,0,1,0,0,0,0,0,0,0
12874,0,0,1,2,38060.5661508052,41.937205654562895,58.86436149127207,28.23790637883166,5.214021196583632,18.846378659550748,2.331813751972154,1.0,0,1,0,0,0,0,0,0,0
12875,0,0,1,2,28116.14782695836,63.83315570269764,8.978953804220776,-17.41379221251187,3.98989176516353,18.28097567393899,10.54449394439274,0.0,0,2,0,0,0,0,0,0,0
12876,3,4,1,4,10756.427402818272,78.42091833606608,79.4091254744555,12.993369873906087,8.519459102939472,5.210229633822924,4.634615659867044,1.0,0,1,0,0,0,0,0,1,1
12877,1,0,1,2,83616.13528483931,26.245378596501812,9.274578122588146,-15.303420702607,10.77190326725104,17.972366622209776,10.186365910171322,0.0,19,1,0,0,0,0,0,0,0
12878,4,4,1,3,80692.89830788941,68.7047905111687,48.68709632588176,28.253059268886183,7.725674493376052,6.611595038617109,8.272843441267733,1.0,0,1,0,0,0,0,0,0,0
12879,3,4,1,3,82236.64173136996,3.8752950473767287,1.7258268108212782,16.70728680619346,9.236562107122086,8.314716939846889,1.7448028008402643,1.0,0,1,0,0,0,0,0,0,0
12880,1,4,1,3,30758.36370950966,31.893216585965327,22.225549132468814,-8.536641720815313,9.36434068006684,5.914482146224014,7.79602488547818,0.0,0,1,0,0,0,0,0,0,0
12881,0,0,1,3,58221.25787265616,21.13245651443646,29.99615048279758,-4.841488385875257,1.166790540893522,19.600799854317845,8.045253551895918,1.0,1,2,0,0,0,0,0,0,0
12882,0,2,1,2,56077.29662070716,6.509859239455084,51.80804843173931,-0.3209715694741817,1.6089205342805946,13.544505569082364,2.099382842203596,1.0,16,1,0,0,0,0,0,0,0
12883,5,2,1,3,11679.865838537014,94.85984996794515,88.87404787104992,3.7742094657308165,7.699555699164403,8.49564840944082,6.8858971871091414,0.0,1,1,0,0,0,0,0,0,1
12884,1,3,1,1,65663.90256725314,44.66042531628972,54.998415609413044,9.032994019998622,14.301573427309544,9.6978524634556,9.847748306612926,0.0,0,1,0,0,0,0,0,0,0
12885,2,3,1,2,28761.475049927554,8.52718179776389,17.69588074080742,13.110670529877275,9.88336234355242,16.56091859706825,11.525214211935502,0.0,10,2,0,0,0,0,0,0,0
12886,0,2,1,2,25487.711293415483,35.51909122978077,14.591732788417923,-19.837532665672956,10.406725498411681,13.942126483961657,9.492366789941642,1.0,0,1,0,0,0,0,0,1,0
12887,0,5,1,3,24913.395502381973,11.644657505148828,26.975131043891952,0.15784600972199314,4.883941642333677,18.50136721032428,4.500610078694816,1.0,1,1,0,0,0,0,0,0,0
12888,0,5,1,3,46534.828306456824,60.38808391232393,50.44925711768793,22.192712069345426,0.28855459827179686,19.253394333541898,4.080371200189438,0.0,7,3,0,0,0,0,0,0,0
12889,3,2,1,2,8570.593636185144,86.94795009011294,75.72543855759781,4.88743705037523,2.362071554975901,5.136014365662777,2.7301556821638124,0.0,0,1,0,0,0,0,0,0,1
12890,0,5,1,4,6534.339758515338,53.5267002405446,82.87585335033387,2.473621852354974,8.17183225300066,7.965493689872023,6.442926858768644,1.0,5,1,0,0,0,0,0,0,1
12891,0,5,1,4,10465.665081674098,143.9089579181524,67.8635924390716,22.02747090208385,0.48593074176671913,5.849850145152886,1.7312330891007772,1.0,0,2,0,0,0,0,0,0,1
12892,2,3,0,2,55858.49434173486,23.584117085526653,26.88692311210825,-0.8455065216316449,11.22155450389984,6.7107838040239205,6.252322069157318,0.0,1,2,0,0,0,0,0,0,0
12893,2,3,0,2,6162.362895429918,4.460485605764207,12.976323881155905,1.5257179563104586,8.753454413999906,16.42502573045104,10.92930800569971,0.0,3,1,1,1,0,0,0,0,0
12894,2,3,0,2,51939.33400751557,2.294448454459468,43.16653427300864,-7.05478120108236,8.957781454486383,8.319417865825422,2.25528832892987,1.0,3,1,0,0,0,0,0,1,0
12895,2,3,0,2,38468.61695376256,16.522696045338115,48.03936876637497,-14.536382246832023,7.710350336116083,11.102813842143945,6.5047898912904465,0.0,3,3,0,0,0,0,0,0,0
12896,0,2,1,2,94318.79681460281,46.489292128978406,37.88845471587401,19.523116298501456,1.6867845954749323,15.890038200195171,10.134911838786302,1.0,0,1,0,0,0,0,0,0,0
12897,0,3,1,5,10489.537102637296,180.54671763480607,36.489495087546416,19.3087305924742,8.716580786928098,4.52824168137383,5.986407180171231,0.0,0,1,0,0,0,0,0,0,1
12898,0,3,1,5,13438.94480986383,84.08953417389345,41.480298209398576,-9.435308300376546,8.474879419488834,6.5615540810940525,6.030835135665834,0.0,2,1,0,0,0,0,0,0,1
12899,0,3,1,5,5591.238864262019,137.14897228864254,61.01303595604041,-3.036224220801942,9.868236270487838,5.498467339946689,7.059851906235865,0.0,0,1,0,0,0,0,0,0,1
12900,0,3,1,5,5096.014499605291,31.374916408169163,49.72447633022641,1.319489186655204,5.406489447712132,7.293692250042959,2.819776336379468,0.0,1,2,0,0,0,0,0,0,1
12901,0,3,1,5,5165.019539735335,193.4205516777817,89.48801819927024,13.478394574278806,8.949175611478958,3.114190423176951,3.2513789225747463,0.0,1,1,0,0,0,0,0,0,1
12902,0,8,0,1,14828.176137427072,109.26894868839047,32.43475003660411,20.438746966070156,2.44608363458384,4.873211303138577,1.307936224012514,1.0,12,1,0,0,0,0,0,1,1
12903,6,7,0,1,52577.24771154067,55.56838091962496,14.527011376646437,1.5293198210637122,13.647086283423846,10.349769580715968,3.511112926188217,1.0,3,1,0,0,0,0,0,0,0
12904,0,9,1,1,5369.007183112453,59.90902824703179,62.154155200604094,9.930839493342141,4.398826428917042,8.468107837087022,1.5530391581997085,1.0,0,1,0,0,0,0,0,0,1
12905,0,0,1,2,10689.20389185031,197.48878993457464,44.34243547694144,17.454999628531304,5.649572877484208,7.478470012794548,1.747715774431454,0.0,0,2,0,0,0,0,0,0,1
12906,0,1,1,3,1807.1245461335761,38.13561098819883,11.574495847294848,-1.34506842389791,13.330855204194568,15.830750756328172,7.579670408726409,0.0,0,1,0,0,0,0,0,0,0
12907,0,1,1,3,58599.03745390922,49.00235699052117,2.4278225321407176,-2.5332116704332215,5.740227548737683,7.161125715211187,8.281997925375496,1.0,0,1,0,0,0,0,0,0,0
12908,1,1,1,3,53808.51278984657,65.8005844907252,28.266528134777516,-11.272219318674209,14.805024980890455,5.1833744438195675,1.480238595068961,1.0,0,1,0,0,0,0,0,0,0
12909,0,2,1,1,49956.20877856692,32.661005227308536,24.667544559534452,6.147122397625328,8.901506849526086,18.867093162817476,5.591158722442392,0.0,5,1,1,2,0,0,0,0,0
12910,0,0,1,2,14345.975013152058,7.66616772121413,6.132193292595048,-2.706461903429222,12.821282724772232,5.171914139947539,3.687212089501325,1.0,2,1,0,0,0,0,0,0,0
12911,0,0,1,2,74769.46247025447,13.298513549305758,51.358910755647734,-19.121560015605226,4.575242825792759,13.494083857901987,11.364079898287864,0.0,4,1,0,0,0,0,0,2,0
12912,0,1,1,2,33407.60544580214,6.060035378443533,6.849880727399375,27.0781368003407,5.865612188460009,5.195444362874905,9.892864189888739,1.0,10,1,0,0,0,0,0,1,0
12913,1,2,1,2,83329.2660374869,7.092380131080086,11.72667586662628,17.528464385972136,7.067607771049354,10.78943985429471,7.51289925635205,0.0,0,1,0,0,0,0,0,0,0
12914,2,2,1,2,32317.936058132145,13.341440142247329,46.987386637527926,10.719441616087583,12.547369044265423,12.568871897500491,8.358750373567826,0.0,0,1,0,0,0,0,0,0,0
12915,1,5,1,2,16827.97430388757,12.850090879516175,1.1445143269508096,-7.075132211066675,12.683336981608015,16.99999977593499,7.020513939483776,0.0,0,1,0,0,0,0,0,0,0
12916,3,5,1,2,78300.21072433349,20.031163171926543,23.847565826947708,12.512571936843337,7.415704016120976,13.808186705060994,9.570846650474056,1.0,0,1,0,0,0,0,0,0,0
12917,0,5,1,2,8497.242520077645,50.43782389412304,62.071678334583595,19.566262281122697,3.5070618344152695,2.898528163325664,6.527271398948581,0.0,0,1,0,0,0,0,0,0,1
12918,0,2,1,1,34291.76064564144,12.514465080350043,41.51758151073444,-1.7209796557790078,0.42429549961387314,9.007557829887311,7.995372086402383,1.0,18,1,0,0,0,0,0,0,0
12919,19,8,0,2,70215.18041223877,1.0160629340041094,18.630071055008976,-2.2776590648845065,7.971514329887183,6.413670576553484,2.792808447705898,0.0,6,1,0,0,0,0,0,0,0
12920,0,3,0,2,14847.05802811323,107.77070531546379,39.50834292849374,14.954687361724556,9.202232260787147,3.134087062058665,1.8204172706875381,0.0,6,1,0,0,0,0,0,0,1
12921,1,2,1,4,11819.14084423632,69.81503984527968,17.69913518584612,-8.832401786051495,5.8983624206889065,19.420451171994454,1.0520587305488476,0.0,0,1,0,0,0,0,0,0,0
12922,0,2,1,4,33357.07198816864,19.494815414587244,45.01868827228183,-10.64507236955443,14.88835801702254,19.090632104657622,11.385559031879646,1.0,0,1,0,0,0,0,0,0,0
12923,0,2,1,4,13333.199087882818,58.56033293299373,44.84574576363273,23.005970111742272,5.279259490083266,15.141855194172335,1.241999813042319,1.0,0,1,0,0,0,0,0,0,0
12924,7,8,1,1,13019.137560378816,66.20287906415012,57.791452004323155,6.764814598537448,1.6186424739758498,6.431388831865581,5.736973283202623,1.0,6,1,0,0,0,0,0,0,1
12925,0,-1,1,1,98516.42073893045,11.632506945713946,43.27851396128398,20.998677550650648,12.563564833796105,14.040884399769677,9.620376659112912,0.0,0,1,0,0,0,0,0,0,0
12926,0,4,1,3,17247.20368253351,24.59427721015832,28.783901407916158,-10.587820442763356,10.904907142680397,15.002780828331375,8.779236610549665,0.0,0,2,0,0,0,0,0,0,0
12927,0,4,1,3,14915.78275799781,46.66662625156024,48.237119608075844,18.346311287071053,4.2144074856285085,18.07784433229839,8.337379011099326,0.0,0,1,0,0,0,0,0,0,0
12928,0,4,1,3,22298.750197286656,69.14643416890094,21.04466879430722,-3.9480232823972052,7.804716286681733,19.04905642401853,4.684243580531485,1.0,6,1,0,0,0,0,0,0,0
